Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Atributos AI-PAVE-BR,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Atributos Multimídia,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
akyloucasutilidades||3231,Frigideira,FRIGIDEIRA RETA ANTIADERENTE PRETA COM TAMPA DE VIDRO 24x5cm ALUMÍNIO SAMPA,"<p><strong><em><span>AKY LOUÇAS UTILIDADES LTDA<br></span></em></strong></p> <p><strong><em><span>24.388.522/0001-70</span></em></strong></p> <p><span><strong><em>Avenida Paulo Afonso, 44, Centro, Surubim - Pernambuco</em></strong></span></p> <p><span>*TODOS NOSSOS PEDIDOS SÃO DESPACHADOS COM NOTA FISCAL*</span></p> <p><span>.</span></p> <p><span>*HORÁRIO DE FUNCIONAMENTO SEG. À SAB, DAS 7H ÀS 17H</span></p> <p><span>.</span></p> <p><span> **NÓS DA AKY LOUÇAS VALORIZAMOS MUITO O COMPROMISSO COM O CLIENTE, NOSSO PRAZO DE POSTAGEM É DE ATÉ 24H EXCETO FERIADOS.</span></p> <p><span>. </span></p> <p><span>***PRODUTOS COM CORES ALEATÓRIAS SERÃO ENVIADOS O QUE TIVER DISPONÍVEL, CASO A PLATAFORMA PERMITA, DEIXE ALGUMA OBSERVAÇÃO AO FAZER O PEDIDO OU MANDE MENSAGEM INFORMANDO A COR DESEJADA, CASO NÃO TENHA, SERÁ ENVIADA A QUE ESTIVER DISPONÍVEL.</span></p> <p><span>.</span></p> <p><span>OBS* NOSSOS ANÚNCIOS QUE TEM NO TÍTULO ""CAIXA"", SÃO NA VERDADE O PRODUTO AVULSO NA QUANTIDADE MENCIONADA NO TÍTULO E DESCRIÇÃO (EX. 06 PEÇAS, 12 PEÇAS, 24 PEÇAS), EMBALADOS NUMA CAIXA QUALQUER (SEM SER UMA CAIXA LITOGRAFADA DA PRÓPRIA FÁBRICA).</span></p> <p><span>O OBJETIVO DE CRIAR ANÚNCIOS ASSIM É SIMPLESMENTE FACILITAR O CÁLCULO DO FRETE NA PLATAFORMA. NEM TODAS PLATAFORMAS CONSEGUEM CALCULAR O FRETE DA MANEIRA CORRETA QUANDO MENCIONADO MAIS DE UMA UNIDADE DO PRODUTO NO ATO DA COMPRA.</span></p> <p><span>POR ISSO JÁ REALIZAMOS OS ANÚNCIOS COM AS VÁRIAS QUANTIDADES, ACESSE NOSSA LOJA PARA TER ACESSO À TODOS ESSES ANÚNCIOS..</span></p> <p><span>.</span></p> <p>_____________________________________________________________</p> **TODOS NOSSOS ALUMÍNIOS DESTINADOS PARA USO DOMÉSTICO SÃO CERTIFICADOS PELO INMETRO DE ACORDO COM A PORTARIA No 419 de 09/08/2012. <p>.</p> <p>.</p> ESPECIFICAÇÕES TÉCNICAS <p><strong><span>CÓDIGO EM BARRAS:</span></strong> <span><span>7899650602886</span></span></p> <p><strong><span>ORIGEM DE DESPACHO: </span></strong><span>BRASILEIRA / SURUBIM-PERNAMBUCO</span></p> <p><strong>ORIGEM DO PRODUTO:</strong> BRASILEIRA<strong> / </strong>PATOS-PARAÍBA </p> <p><strong><span>MARCA:</span></strong><span> Alumínio SAMPA</span></p> <p><strong><span>MODELO:</span></strong><span> Frigideira reta</span></p> <p><strong><span>COR:</span></strong><span> Preta</span></p> <p><span><strong>TAMANHO DE CADA PEÇA:</strong> 25,5 </span>cm (L) x 11,5 cm (A) x 45,5 cm (C)</p> <p><strong><span>COMPOSIÇÃO DO CORPO:</span></strong><span> Alumínio revestido com 5 camadas de teflon antiaderente (classificação de antiaderência A)</span></p> <p><span><strong><span><strong><span>COMPOSIÇÃO </span></strong>DA TAMPA:</span></strong><span> Vidro temperado + aço inox</span></span></p> <p><span><span><strong><span><strong><span>COMPOSIÇÃO </span></strong>DA ASA:</span></strong><span> Plástico resistente com ponte em aço inox, rebitado diretamente no corpo, *não usa parafuso</span></span></span></p> <p><strong><span>PESO LÍQUIDO:</span></strong><span> 0,750</span> <span>Kg</span></p> <p><strong><span>CAPACIDADES:</span></strong><span> 2,3 L</span></p> <p><span><strong>INFORMAÇÕES ADICIONAIS:</strong> </span></p> <p><strong>CONTEÚDO DA EMBALAGEM:</strong> <span>- 01 UND FRIGIDEIRA RETA ANTIADERENTE PRETA COM TAMPA DE VIDRO 24x5cm ALUMÍNIO SAMPA</span></p>","{""material"":""Alumínio""}",,,,,Alumínio,,,,,,Preta,24cm,Alumínio SAMPA,Frigideira,Alumínio,Teflon antiaderente,1,"Antiaderente, com tampa de vidro",5 camadas de teflon,2.3 L,Alumínio Sampa,Preto,,Alumínio,Antiaderente,1 Peça
shoploko2||42326,Frigideira,Frigideira Rochedo Sabores 28cm Viva - 9295306138,"<p>Frigideira Rochedo Sabores 28cm Viva - 9295306138</p> <p>Frigideira Antiaderente Decorada 28cm Viva Rochedo Sabores, com Thermo sinal para indicar o momento certo para colocar os alimentos.<br> <br>Características:<br>EAN: 7896075035329<br>Marca: Rochedo<br>Modelo: 9295306138<br>Diâmetro: 28cm<br>Antiaderente Tefal Reforçado com Partículas Minerais<br>Decoração Interna Resistente<br>Com Thermo Sinal<br>Compatíveis com Todos Tipos de Fogões (Exceto Indução)<br> Dimensões da Embalagem:<br>Altura: 10cm<br>Largura: 30cm<br>Profundidade: 45cm<br>Peso: 0,550Kg<br>Garantia: 3 Meses</p>","{""diametro"":""28 cm"",""marca"":""Rochedo"",""revestimento_interno"":""Antiaderente""}",,28 cm,Rochedo,,,Antiaderente,,,,,Não informado,28cm,Rochedo,Frigideira,Não informado,Antiaderente,Não informado,Antiaderente Tefal Reforçado com Partículas MineraisbrDecoração Interna ResistentebrCom Thermo SinalbrCompatíveis com Todos Tipos de Fogões Exceto Induçãobr,Tefal,Não informado,Rochedo,Vermelho,28cm,,Antiaderente,1 Peça
olistsp||OSPDMLGQPOVHQ3AK,Frigideira,"Frigideira Cerâmica Italiana, Entrega Rápida","FRIGIDEIRA ANTIADERENTE Explore a frigideira ultra antiaderente, revestida 3x com pedra mineral de granito premium e reforçada com diamantes para máximo desempenho no cozimento. Liberação de alimentos fácil e sem necessidade de óleo, ideal para uma culinária saudável. CONTEÚDO DA EMBALAGEM: 1 Frigideira antiaderente CARACTERÍSTICAS: Revestimento triplo com pedra mineral de granito e diamantesLivre de PFOA, PFOS, chumbo e cádmioResistente a arranhões e uso de utensílios metálicosSegura para forno até 260.00CFácil de limpar e lavável na lava-louças ESPECIFICAÇÕES: Material: Alumínio com revestimento de pedra de granitoDiâmetro: 24cmPeso: 1,2kgCompatibilidade: Todos os tipos de fogões transforme sua cozinha com a frigideira ultra antiaderente, perfeita para refeições saudáveis e versáteis. Adquira já e experimente o diferencial na sua culinária","{""material"":""Cerâmica"",""revestimento_interno"":""Cerâmica""}",,,,,Cerâmica,Cerâmica,,,,,Não informado,24cm,Não informado,Frigideira,Alumínio,pedra de granito,1,"Antiaderente, Revestimento triplo com pedra mineral de granito e diamantes, Livre de PFOA PFOS chumbo e cádmio, Resistente a arranhões e uso de utensílios metálicos, Segura para forno até 26000C, Fácil de limpar e lavável na lava-louças",pedra mineral de granito,Não informado,Zonne,Grafite,24cm,"[Alumínio, Pedro granito]",Antiaderente,1 Peça
olistplus||O2E937ATIJG3VQDU,Frigideira,"Frigideira De Cerâmica Profissional, Saúdavel E Prática","Frigideira de Cerâmica Profissional, Saúdavel e Prática FRIGIDEIRA ANTIADERENTE Explore a frigideira ultra antiaderente, revestida 3x com pedra mineral de granito premium e reforçada com diamantes para máximo desempenho no cozimento. Liberação de alimentos fácil e sem necessidade de óleo, ideal para uma culinária saudável. CONTEÚDO DA EMBALAGEM: 1 Frigideira antiaderente CARACTERÍSTICAS: Revestimento triplo com pedra mineral de granito e diamantesLivre de PFOA, PFOS, chumbo e cádmioResistente a arranhões e uso de utensílios metálicosSegura para forno até 260.00CFácil de limpar e lavável na lava-louças ESPECIFICAÇÕES: Material: Alumínio com revestimento de pedra de granitoDiâmetro: 24cmPeso: 1,2kgCompatibilidade: Todos os tipos de fogões transforme sua cozinha com a frigideira ultra antiaderente, perfeita para refeições saudáveis e versáteis. Adquira já e experimente o diferencial na sua culinária","{""material"":""Alumínio, Cerâmica""}",,,,,"Alumínio, Cerâmica",,,,,,Não informado,24cm,Não informado,Frigideira,Alumínio,Cerâmica,1,"Antiaderente, Revestimento triplo com pedra mineral de granito e diamantes, Livre de PFOA PFOS chumbo e cádmio, Resistente a arranhões e uso de utensílios metálicos, Segura para forno até 26000C, Fácil de limpar e lavável na lava-louças",Pedra de granito,Não informado,Black Watch,Cinza,24cm,"[Alumínio, Pedro granito]",Antiaderente,1 Peça
teshop||2597,Frigideira,Frigideira Francesa Antiaderente Grafite N 20 Mta CÓD. 926,"Frigideira Francesa Grafite No20 MTA cód. 926 Frigideira Francesa MTA com resvestimento antiaderente e pintura externa Os produtos MTA da linha antiderente são excelentes escolhas para sua cozinha, produto com alta tecnologia e durabilidade. Características Capacidade: 0,90L Diâmetro 20,0cm Comprimento: 36,0cm Altura: 6,0cm Largura: 21,0cm Peso: 0,190kg Cor: Grafite Corpo Alumínio Cabo Baquelite antitérmico Espessura do fundo 1,2mm Espessura das laterais 1,1mm Utilização: Fogão Vantagens Cinco camadas de revestimento antiaderente Fácil limpeza Estrutura em alumínio Pintura externa Utilização em fogão, não é utilizada em fogão por indução","{""marca"":""MTA"",""material"":""Alumínio"",""revestimento_interno"":""Antiaderente""}",,,MTA,,Alumínio,Antiaderente,,,,,Grafite,200cm,MTA,Francesa,Alumínio,Antiaderente,Não informado,"Cinco camadas de revestimento antiaderente, Fácil limpeza, Estrutura em alumínio, Pintura externa",Antiaderente,090L,MTA,Grafite,20cm,Alumínio,Antiaderente,1 Peça
olistplus||O2EK6QVAW6OLFSRQ,Frigideira,"Frigideira De Pedra 3 Em 1, Para Chef Pequena","Frigideira de Pedra 3 em 1, Para Chef Pequena FRIGIDEIRA ANTIADERENTE Explore a frigideira ultra antiaderente, revestida 3x com pedra mineral de granito premium e reforçada com diamantes para máximo desempenho no cozimento. Liberação de alimentos fácil e sem necessidade de óleo, ideal para uma culinária saudável. CONTEÚDO DA EMBALAGEM: 1 Frigideira antiaderente CARACTERÍSTICAS: Revestimento triplo com pedra mineral de granito e diamantesLivre de PFOA, PFOS, chumbo e cádmioResistente a arranhões e uso de utensílios metálicosSegura para forno até 260.00CFácil de limpar e lavável na lava-louças ESPECIFICAÇÕES: Material: Alumínio com revestimento de pedra de granitoDiâmetro: 24cmPeso: 1,2kgCompatibilidade: Todos os tipos de fogões transforme sua cozinha com a frigideira ultra antiaderente, perfeita para refeições saudáveis e versáteis. Adquira já e experimente o diferencial na sua culinária",{},,,,,,,,,,,Não informado,24cm,Não informado,Frigideira,Alumínio,Pedra de Granito,1,"Antiaderente, Revestimento triplo com pedra mineral de granito e diamantes, Livre de PFOA PFOS chumbo e cádmio, Resistente a arranhões e uso de utensílios metálicos, Segura para forno até 26000C, Fácil de limpar e lavável na lava-louças",Pedra mineral de granito,Não informado,Zonne,Grafite,24cm,"[Alumínio, Pedro granito]",Antiaderente,1 Peça
medeirospresentes||5211,Frigideira,Frigideira 20cm Indução Rev. Cerâmico Granilite Preto Lyor,"Frigideira 20cm Indução Revestimento Cerâmico Granilite Preta Lyor<br>Ref: 5211<br> <br>A frigideira é perfeita para quem gosta de preparar muitas delícias! Ela possui uma decoração que expressa a delicadeza e a dedicação dos apaixonados pela cozinha.<br> <br>- Dimensões da Peça: Ø20 x 36 x 5 cm.<br>- FUNDO DE INDUÇÃO 14 cm<br>- Material: Alumínio com revestimento cerâmico<br>- Cabo silicone<br>- Cor: Preto com pintinhas branca<br>- Espessura: 4.5mm<br>- Tipo de Embalagem: Saco plástico<br>- Uso indicado em: Fogão convencional, Fogão elétrico e Fogão de indução<br>- Marca: Lyor<br> <br>OBS: FAVOR VERIFICAR SE A BOCA DO FOGÃO POR INDUÇÃO É COMPATÍVEL COM O TAMANHO DO FUNDO DE INDUÇÃO NA DESCRIÇÃO, SE NÃO FOR COMPATÍVEL NÃO IRÁ FUNCIONAR.","{""cor"":""Preto"",""material"":""Alumínio, Cerâmica""}",Preto,,,,"Alumínio, Cerâmica",,,,,,Preto com pintinhas branca,20cm,Lyor,Frigideira,Alumínio com revestimento cerâmico,Cerâmico Granilite,Não informado,Indução,Cerâmico,Não informado,Lyor,Preto,20cm,Alumínio,Cerâmico,1 Peça
oliststore||MGLY0D775CKQT79K,Frigideira,"Frigideira Tramontina Loreto 16Cm 0,4L Vermelha Alumínio","Frigideira Tramontina Loreto 16cm 0,4L Vermelha Alumínio Revestimento AntiaderenteSeja para fritar um simples e delicioso ovo ou preparar um filé saboroso, a Frigideira Tramontina Loreto em Alumínio com Revestimento Interno e Externo Antiaderente Starflon T1 com Cabo Baquelite 16 cm de diâmetro 0,4 LVermelho é a escolha perfeita.Produzida em alumínio com revestimento interno e externo antiaderente Starflon T1, possui espessura que proporciona um cozimento rápido e uniforme dos alimentos, alto poder de antiaderência e ainda garante maior resistência à abrasão, prolongando sua vida útil em 5.000 ciclos.Para sua segurança, o cabo foi produzido em baquelite antitérmico, que evita queimaduras; além de ser uma frigideira resistente, durável, super fácil de limpar e poder ir à máquina de lavar de louças. Um produto com a qualidade e o design que só a Tramontina ofereceSupreme Inox Orienta como utilizar o produto A capacidade volumétrica máxima para cozimento é de 3/4 da capacidade total da peça. Posicione os cabos dos utensílios voltados ao centro do fogão. Em fogões com grade, centralize a peça e alinhe o cabo com a grade. Utensílios quentes devem estar fora do alcance das crianças. Este produto não pode sofrer modificações. Antes do primeiro uso, lave com esponja macia, sabão neutro ou detergente líquido. Depois de secar, unte a área interna com óleo ou gordura e leve ao fogo por um ou dois minutos. Deixe esfriar e lave novamente.Seu utensílio Starflon está pronto para uso com ou sem gordura, sempre em fogo baixo ou médio (nunca superior a 350oC). Para mexer os alimentos use somente utensílios de silicone, nylon ou madeira. Evite a imersão do utensílio quente em água fria. Nunca utilize produtos abrasivos na lavagem. Se deixar queimar alimentos, umedeça a área e reserve até que possa remover os resíduos grudados com esponja e sabão. Para descarte dos produtos e embalagens siga as orientações de reciclagem vigentes. Este produto não necessita de manutenção, apenas limpeza.Descrição Técnica:Corpo de alumínio com espessura de 1,6 mm que proporciona cozimento rápido e uniforme. Revestimento interno e externo de antiaderente Starflon T1. O único com a tecnologia T: maior poder de antiaderência; maior resistência à abrasão; maior durabilidade; mais fácil para limpar e livre de PFOA, garantindo uma resistência à abrasão acima de 5.000 ciclos segundo a Norma ABNT NBR 15321:2013. Alça de aço inox com baquelite e cabo de baquelite antitérmico que oferecem segurança durante o manuseio. Pode ir à máquina de lavar louças facilitando seu dia a dia.Especificação Técnica:EAN13: 7891112265677DUN14: 17891112265674NCM: 7615.10.00Peso Líquido: 0,1720 kg.Peso Bruto: 0,1750 kg.Metragem: 0,003689 m3.Dimensões Produto (Compr. X Larg. X Alt.): 311x 170x 75 mm.Diâmetro: 16,0 cm.Capacidade: 0,40 l.Espessura: 1,6 mm.Cor 1: 9E2A2B Hexa","{""cor"":""Vermelho"",""diametro"":""16 cm"",""marca"":""Tramontina"",""material"":""Alumínio"",""revestimento_interno"":""Antiaderente""}",Vermelho,16 cm,Tramontina,,Alumínio,Antiaderente,,,,,Vermelha,16Cm,Tramontina,Frigideira,Alumínio,Antiaderente,Não informado,"Cabo Baquelite, Antiaderente",Starflon T1,04L,Tramontina,Vermelho,16cm,Alumínio,Antiaderente,1 Peça
lojaoficialtudoequipa||16774,Frigideira,Frigideira antiaderente 24 cm saffron vermelho brinox 7201/352,"FRIGIDEIRA ANTIADERENTE 24 CM 1,6 LITROS SAFFRON VERMELHO BRINOX 7201/352<br><br>Para acompanhar as suas necessidades, a frigideira da linha Saffron está disponível no tamanho de 24 cm com capacidade de 1,6 litro. A estrutura de alumínio dissipa melhor o calor cozinhando o alimento por igual e mais rapidamente. Já o revestimento interno antiaderente evita que o alimento grude mesmo com uso reduzido de óleo. O material também facilita a limpeza. Sua segurança está garantida com o cabo de baquelite que não aquece. A pintura externa é na cor champanhe, trazendo mais levez e elegância para a sua cozinha.<br><br>Características<br>Local de Colocação: COZINHA | Onde se Aplica: FORNO E FOGÃO | Material: ALUMÍNIO | Cor:VERMELHO | PRODUTO FRÁGIL<br><br>Conteúdo<br>01FRIGIDEIRA 24X5CM 1,6L SAFFRON-VRM<br><br>Orientações<br>Antes de serem usadas pela primeira vez, as panelas antiaderentes têm que passar por um processo de preparação. Primeiramente, lave a panela com esponja macia e detergente líquido (ou sabão neutro) e depois seque-a com um pano seco. Depois, unte a parte interna da panela com óleo ou outra gordura e leve-a ao fogo baixo por 2 minutos. Deixe-a esfriar, lave e enxugue a panela. Após isso, é só usar a panela normalmente. Para evitar arranhões na sua panela antiaderente, mexa os alimentos com colher de pau, silicone ou plásticos. Na hora da limpeza, nada de utilizar esponja de aço, viu? Ela pode acabar com a sua panela porque é abrasiva. Prefira as esponjas macias e, se algo ficar grudado na panela, coloque-a de molho por alguns minutos na água com detergente. Na hora de armazenar suas panelas de teflon, nunca as coloque umas sobras a outras, pois, isso pode causar arranhões. Para conservá-las, guarde-as umas ao lado da outras, sem nada em cima ou embaixo dela.","{""capacidade"":""1.6 L"",""cor"":""Vermelho"",""diametro"":""24 cm"",""marca"":""Brinox"",""revestimento_interno"":""Antiaderente"",""tipo"":""Vermelho""}",Vermelho,24 cm,Brinox,Vermelho,,Antiaderente,,,,1.6 L,VERMELHO,24 cm,BRINOX,Frigideira,ALUMÍNIO,antiaderente,1,PRODUTO FRÁGIL,antiaderente,16 LITROS,Brinox,Vermelho,24cm,Alumínio,Antiaderente,1 Peça
laurusmix||FRIGIDEIRA-3EM1-251,Frigideira,Frigideira Antiaderente Para Ovos Carne Hambúrguer,"Características: A superfície interna da frigideira é tratada com revestimento antiaderente, proporcionando facilidade e higiene. Materiais de alta qualidade selecionados, alta resistência à temperatura, resistência ao desgaste e longa vida útil. Aquecimento uniforme, pode ajudá-lo a preparar um delicioso café da manhã rapidamente. Possui um furo no cabo para armazenamento.<br> <br> Equipado com alça anti-escaldante, bom efeito de isolamento térmico, é a ferramenta perfeita para a cozinha doméstica., e a panela possui 4 compartimentos para tornar o cozimento rápido e fácil. Compatível com todos os tipos de fogão, incluindo fogão a gás.<br> <br> Especificação: Material: Pedra baquelite+maifana<br> Comprimento da Grelha: app. 19cm<br> Comprimento da Alça: app. 16,5cm<br> Comprimento Total: app. 35,2cm<br> Quantidade: 1 peça.",{},,,,,,,,,,,Não informado,Não informado,Não informado,Antiaderente,Pedra,Antiaderente,1 peça,A superfície interna da frigideira é tratada com revestimento antiaderente proporcionando facilidade e higiene Materiais de alta qualidade selecionados alta resistência à temperatura resistência ao desgaste e longa vida útil Aquecimento uniforme pode ajudá-lo a preparar um delicioso café da manhã rapidamente Possui um furo no cabo para armazenamento Equipado com alça anti-escaldante bom efeito de isolamento térmico é a ferramenta perfeita para a cozinha doméstica e a panela possui 4 compartimentos para tornar o cozimento rápido e fácil Compatível com todos os tipos de fogão incluindo fogão a gás,Não informado,Não informado,Laurus,Cinza,,"[Pedra Baquelite, Maifana]",Antiaderente,1 Peça
